condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement
humains vague 2,polabuse/y,1052,0.008555,0.335184,0.300656,0.896988,0.008555,1052,tous,1052,sensible,binaire,attitude
agents composite,polattak/y,1052,0.507605,0.916426,0.638802,0.697058,,1052,tous,1052,sensible,binaire,attitude
agents entretien (v3),polattak/y,1052,0.323194,0.916426,0.065143,0.071084,,1052,tous,1052,sensible,binaire,attitude
agents enquete,polattak/y,1050,0.330798,0.916426,0.000000,0.000000,,1052,tous,1052,sensible,binaire,attitude
agents demographiques (v6),polattak/y,1051,0.330798,0.916426,0.000000,0.000000,,1052,tous,1052,sensible,binaire,attitude
agents v7,polattak/y,1050,0.330798,0.916426,0.000000,0.000000,,1052,tous,1052,sensible,binaire,attitude
agents v8,polattak/y,1049,0.329845,0.916426,0.011628,0.012689,,1052,tous,1052,sensible,binaire,attitude
B0 mode,polattak/y,1052,0.330798,0.916426,0.000000,0.000000,,1052,tous,1052,sensible,binaire,attitude
B0 tirage,polattak/y,1052,0.002852,0.916426,0.913501,0.996808,,1052,tous,1052,sensible,binaire,attitude
B1 argmax,polattak/y,1052,0.212928,0.916426,0.523895,0.571672,,1052,tous,1052,sensible,binaire,attitude
B2 argmax,polattak/y,1052,0.280418,0.916426,0.288696,0.315023,,1052,tous,1052,sensible,binaire,attitude
B3 foret,polattak/y,1052,0.316540,0.916426,0.108543,0.118442,,1052,tous,1052,sensible,binaire,attitude
humains vague 2,polattak/y,1052,0.025665,0.916426,0.888161,0.969158,,1052,tous,1052,sensible,binaire,attitude
agents composite,grass,1052,0.091255,0.798120,0.918347,1.150636,,1052,tous,1052,non teste,binaire,attitude
agents entretien (v3),grass,1052,0.038023,0.798120,0.855410,1.071781,,1052,tous,1052,non teste,binaire,attitude
agents enquete,grass,1052,0.146388,0.798120,0.964072,1.207928,,1052,tous,1052,non teste,binaire,attitude
agents demographiques (v6),grass,1052,0.058935,0.798120,0.882441,1.105649,,1052,tous,1052,non teste,binaire,attitude
agents v7,grass,1052,0.049430,0.798120,0.706354,0.885022,,1052,tous,1052,non teste,binaire,attitude
agents v8,grass,1051,0.077299,0.798120,0.903697,1.132281,,1052,tous,1052,non teste,binaire,attitude
B0 mode,grass,1052,0.241445,0.798120,0.000000,0.000000,,1052,tous,1052,non teste,binaire,attitude
B0 tirage,grass,1052,0.017110,0.798120,0.825244,1.033984,,1052,tous,1052,non teste,binaire,attitude
B1 argmax,grass,1052,0.149240,0.798120,0.444474,0.556901,,1052,tous,1052,non teste,binaire,attitude
B2 argmax,grass,1052,0.168251,0.798120,0.378417,0.474135,,1052,tous,1052,non teste,binaire,attitude
B3 foret,grass,1052,0.230038,0.798120,0.090667,0.113601,,1052,tous,1052,non teste,binaire,attitude
humains vague 2,grass,1052,0.002852,0.798120,0.793379,0.994059,,1052,tous,1052,non teste,binaire,attitude
agents composite,gunlaw,1052,0.103612,0.907490,0.984765,1.085152,,1052,tous,1052,temoin,binaire,attitude
agents entretien (v3),gunlaw,1052,0.060837,0.907490,0.960874,1.058826,,1052,tous,1052,temoin,binaire,attitude
agents enquete,gunlaw,1052,0.023764,0.907490,0.931138,1.026058,,1052,tous,1052,temoin,binaire,attitude
agents demographiques (v6),gunlaw,1049,0.225008,0.907490,0.460858,0.507838,,1052,tous,1052,temoin,binaire,attitude
agents v7,gunlaw,1050,0.201291,0.907490,0.532779,0.587091,,1052,tous,1052,temoin,binaire,attitude
agents v8,gunlaw,1051,0.044074,0.907490,0.948489,1.045179,,1052,tous,1052,temoin,binaire,attitude
B0 mode,gunlaw,1052,0.322243,0.907490,0.000000,0.000000,,1052,tous,1052,temoin,binaire,attitude
B0 tirage,gunlaw,1052,0.002852,0.907490,0.910522,1.003341,,1052,tous,1052,temoin,binaire,attitude
B1 argmax,gunlaw,1052,0.111217,0.907490,0.744126,0.819983,,1052,tous,1052,temoin,binaire,attitude
B2 argmax,gunlaw,1052,0.238593,0.907490,0.415598,0.457964,,1052,tous,1052,temoin,binaire,attitude
B3 foret,gunlaw,1052,0.215779,0.907490,0.489843,0.539777,,1052,tous,1052,temoin,binaire,attitude
humains vague 2,gunlaw,1052,0.018061,0.907490,0.887029,0.977454,,1052,tous,1052,temoin,binaire,attitude
agents composite,owngun,1052,0.014259,0.861824,0.842096,0.977109,,1052,tous,1052,temoin,binaire,comportement
agents entretien (v3),owngun,1051,0.075848,0.861824,0.739048,0.857539,,1052,tous,1052,temoin,binaire,comportement
agents enquete,owngun,1052,0.019011,0.861824,0.885891,1.027927,,1052,tous,1052,temoin,binaire,comportement
agents demographiques (v6),owngun,1050,0.236601,0.861824,0.276882,0.321275,,1052,tous,1052,temoin,binaire,comportement
agents v7,owngun,1051,0.075848,0.861824,0.739048,0.857539,,1052,tous,1052,temoin,binaire,comportement
agents v8,owngun,1051,0.146798,0.861824,0.986912,1.145144,,1052,tous,1052,temoin,binaire,comportement
B0 mode,owngun,1052,0.284221,0.861824,0.000000,0.000000,,1052,tous,1052,temoin,binaire,comportement
B0 tirage,owngun,1052,0.031369,0.861824,0.816452,0.947354,,1052,tous,1052,temoin,binaire,comportement
B1 argmax,owngun,1052,0.141635,0.861824,0.591656,0.686516,,1052,tous,1052,temoin,binaire,comportement
B2 argmax,owngun,1052,0.258555,0.861824,0.172851,0.200564,,1052,tous,1052,temoin,binaire,comportement
B3 foret,owngun,1052,0.244297,0.861824,0.242629,0.281530,,1052,tous,1052,temoin,binaire,comportement
humains vague 2,owngun,1052,0.017110,0.861824,0.883597,1.025264,,1052,tous,1052,temoin,binaire,comportement
agents composite,hunt1,1052,0.102662,0.662983,0.069962,0.105526,,1052,tous,1052,non teste,nominal,comportement
agents entretien (v3),hunt1,1051,0.091237,0.662983,0.162667,0.245357,,1052,tous,1052,non teste,nominal,comportement
agents enquete,hunt1,1048,0.077823,0.662983,0.225160,0.339616,,1052,tous,1052,non teste,nominal,comportement
agents demographiques (v6),hunt1,1047,0.107401,0.662983,0.032341,0.048781,,1052,tous,1052,non teste,nominal,comportement
agents v7,hunt1,1047,0.049139,0.662983,0.400226,0.603675,,1052,tous,1052,non teste,nominal,comportement
agents v8,hunt1,1047,0.116896,0.662983,1.026828,1.548799,,1052,tous,1052,non teste,nominal,comportement
B0 mode,hunt1,1052,0.110266,0.662983,0.000000,0.000000,,1052,tous,1052,non teste,nominal,comportement
B0 tirage,hunt1,1052,0.007605,0.662983,0.670026,1.010623,,1052,tous,1052,non teste,nominal,comportement
B1 argmax,hunt1,1052,0.093156,0.662983,0.144966,0.218657,,1052,tous,1052,non teste,nominal,comportement
B2 argmax,hunt1,1052,0.110266,0.662983,0.000000,0.000000,,1052,tous,1052,non teste,nominal,comportement
B3 foret,hunt1,1052,0.110266,0.662983,0.000000,0.000000,,1052,tous,1052,non teste,nominal,comportement
humains vague 2,hunt1,1052,0.014259,0.662983,0.731620,1.103528,,1052,tous,1052,non teste,nominal,comportement
agents composite,class,1052,0.049430,1.651931,1.473814,0.892177,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
agents entretien (v3),class,1051,0.034949,1.651931,1.566031,0.948000,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
agents enquete,class,1052,0.092205,1.651931,1.299867,0.786877,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
agents demographiques (v6),class,1050,0.016429,1.651931,1.486945,0.900125,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
agents v7,class,1051,0.194162,1.651931,0.845251,0.511674,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
agents v8,class,1051,0.263937,1.651931,0.120216,0.072773,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
B0 mode,class,1052,0.208175,1.651931,0.000000,0.000000,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
B0 tirage,class,1052,0.005703,1.651931,1.665465,1.008193,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
B1 argmax,class,1052,0.021546,1.651931,1.515080,0.917157,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
B2 argmax,class,1052,0.053549,1.651931,1.315476,0.796326,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
B3 foret,class,1052,0.049113,1.651931,1.356200,0.820979,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
humains vague 2,class,1052,0.017110,1.651931,1.634829,0.989648,,1052,tous,1052,non teste,ordinal 3 et plus,auto evaluation
agents composite,satfin,1046,0.046334,1.568304,1.558768,0.993919,0.046334,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents entretien (v3),satfin,1048,0.042917,1.568304,1.506409,0.960534,0.042917,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents enquete,satfin,1044,0.098788,1.568304,1.336364,0.852108,-0.053205,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents demographiques (v6),satfin,1049,0.174560,1.568304,0.924013,0.589180,-0.087719,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents v7,satfin,1048,0.227879,1.568304,0.679678,0.433384,0.041963,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents v8,satfin,1049,0.230327,1.568304,0.580305,0.370021,0.068144,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B0 mode,satfin,1052,0.295627,1.568304,0.000000,0.000000,0.005703,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B0 tirage,satfin,1052,0.009506,1.568304,1.565506,0.998216,-0.009506,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B1 argmax,satfin,1052,0.036122,1.568304,1.519335,0.968775,0.004753,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B2 argmax,satfin,1052,0.075570,1.568304,1.424035,0.908010,-0.027091,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B3 foret,satfin,1052,0.105038,1.568304,1.338541,0.853496,0.025190,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
humains vague 2,satfin,1052,0.053707,1.568304,1.535120,0.978841,-0.053707,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents composite,finalter,1052,0.084601,1.570478,1.346114,0.857137,-0.079848,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents entretien (v3),finalter,1050,0.053712,1.570478,1.468790,0.935251,-0.043857,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents enquete,finalter,1052,0.074620,1.570478,1.425799,0.907876,-0.034696,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents demographiques (v6),finalter,1052,0.186312,1.570478,0.985975,0.627819,-0.018061,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents v7,finalter,1052,0.192490,1.570478,0.928813,0.591421,0.082224,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents v8,finalter,1051,0.227116,1.570478,0.650585,0.414259,0.091318,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B0 mode,finalter,1052,0.301331,1.570478,0.000000,0.000000,0.024715,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B0 tirage,finalter,1052,0.007129,1.570478,1.572466,1.001266,-0.007129,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B1 argmax,finalter,1052,0.039449,1.570478,1.519735,0.967690,-0.001426,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B2 argmax,finalter,1052,0.134506,1.570478,1.194004,0.760281,-0.056559,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B3 foret,finalter,1052,0.114068,1.570478,1.312384,0.835659,-0.022814,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
humains vague 2,finalter,1052,0.019962,1.570478,1.577297,1.004342,-0.015209,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents composite,finrela,1052,0.029230,1.982089,2.026247,1.022278,0.029230,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents entretien (v3),finrela,1051,0.038955,1.982089,2.117682,1.068409,0.007764,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents enquete,finrela,1052,0.035646,1.982089,1.744687,0.880226,-0.007129,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents demographiques (v6),finrela,1050,0.109458,1.982089,1.775708,0.895877,-0.109458,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents v7,finrela,1051,0.134927,1.982089,1.022704,0.515973,0.094586,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents v8,finrela,1051,0.153568,1.982089,0.792383,0.399771,0.144062,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B0 mode,finrela,1052,0.191302,1.982089,0.000000,0.000000,0.090542,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B0 tirage,finrela,1052,0.006179,1.982089,2.012838,1.015513,0.000475,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B1 argmax,finrela,1052,0.038973,1.982089,1.757065,0.886471,0.013783,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B2 argmax,finrela,1052,0.090779,1.982089,1.233821,0.622485,0.002376,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
B3 foret,finrela,1052,0.091968,1.982089,1.354690,0.683466,0.025903,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
humains vague 2,finrela,1052,0.015447,1.982089,1.979545,0.998716,-0.015447,1052,tous,1052,temoin,ordinal 3 et plus,auto evaluation
agents composite,racdif1,1052,0.090304,0.998492,0.989299,0.990793,-0.090304,1052,tous,1052,temoin,binaire,attitude
agents entretien (v3),racdif1,1050,0.013386,0.998492,0.995842,0.997347,0.013386,1052,tous,1052,temoin,binaire,attitude
agents enquete,racdif1,1052,0.039924,0.998492,1.000245,1.001756,-0.039924,1052,tous,1052,temoin,binaire,attitude
agents demographiques (v6),racdif1,1052,0.326996,0.998492,0.598989,0.599894,0.326996,1052,tous,1052,temoin,binaire,attitude
agents v7,racdif1,1052,0.400190,0.998492,0.374926,0.375492,0.400190,1052,tous,1052,temoin,binaire,attitude
agents v8,racdif1,1051,0.104213,0.998492,0.949982,0.951417,0.104213,1052,tous,1052,temoin,binaire,attitude
B0 mode,racdif1,1052,0.472433,0.998492,0.000000,0.000000,0.472433,1052,tous,1052,temoin,binaire,attitude
B0 tirage,racdif1,1052,0.014259,0.998492,1.000175,1.001685,-0.014259,1052,tous,1052,temoin,binaire,attitude
B1 argmax,racdif1,1052,0.016160,0.998492,0.995162,0.996665,0.016160,1052,tous,1052,temoin,binaire,attitude
B2 argmax,racdif1,1052,0.093156,0.998492,0.958216,0.959663,0.093156,1052,tous,1052,temoin,binaire,attitude
B3 foret,racdif1,1052,0.045627,0.998492,0.985172,0.986660,0.045627,1052,tous,1052,temoin,binaire,attitude
humains vague 2,racdif1,1052,0.012357,0.998492,1.000018,1.001529,-0.012357,1052,tous,1052,temoin,binaire,attitude
agents composite,racdif2,1052,0.038973,0.353562,0.182723,0.516806,0.038973,1052,tous,1052,temoin,binaire,attitude
agents entretien (v3),racdif2,1050,0.064635,0.353562,0.020644,0.058389,0.064635,1052,tous,1052,temoin,binaire,attitude
agents enquete,racdif2,1052,0.038973,0.353562,0.182723,0.516806,0.038973,1052,tous,1052,temoin,binaire,attitude
agents demographiques (v6),racdif2,1052,0.066540,0.353562,0.000000,0.000000,0.066540,1052,tous,1052,temoin,binaire,attitude
agents v7,racdif2,1052,0.064639,0.353562,0.020610,0.058293,0.064639,1052,tous,1052,temoin,binaire,attitude
agents v8,racdif2,1051,0.066540,0.353562,0.000000,0.000000,0.066540,1052,tous,1052,temoin,binaire,attitude
B0 mode,racdif2,1052,0.066540,0.353562,0.000000,0.000000,0.066540,1052,tous,1052,temoin,binaire,attitude
B0 tirage,racdif2,1052,0.004753,0.353562,0.371415,1.050495,-0.004753,1052,tous,1052,temoin,binaire,attitude
B1 argmax,racdif2,1052,0.065589,0.353562,0.011599,0.032806,0.065589,1052,tous,1052,temoin,binaire,attitude
B2 argmax,racdif2,1052,0.066540,0.353562,0.000000,0.000000,0.066540,1052,tous,1052,temoin,binaire,attitude
B3 foret,racdif2,1052,0.066540,0.353562,0.000000,0.000000,0.066540,1052,tous,1052,temoin,binaire,attitude
humains vague 2,racdif2,1052,0.010456,0.353562,0.392191,1.109257,-0.010456,1052,tous,1052,temoin,binaire,attitude
agents composite,racdif3,1052,0.074144,1.000310,0.979463,0.979159,-0.074144,1052,tous,1052,temoin,binaire,attitude
agents entretien (v3),racdif3,1051,0.037572,1.000310,0.998710,0.998400,0.037572,1052,tous,1052,temoin,binaire,attitude
agents enquete,racdif3,1051,0.102273,1.000310,0.976730,0.976427,0.102273,1052,tous,1052,temoin,binaire,attitude
agents demographiques (v6),racdif3,1049,0.498061,1.000310,0.102925,0.102893,0.498061,1052,tous,1052,temoin,binaire,attitude
agents v7,racdif3,1052,0.475285,1.000310,0.224904,0.224834,0.475285,1052,tous,1052,temoin,binaire,attitude
agents v8,racdif3,1050,0.176169,1.000310,0.920876,0.920590,0.176169,1052,tous,1052,temoin,binaire,attitude
B0 mode,racdif3,1052,0.288973,1.000310,0.721853,0.721629,-0.288973,1052,tous,1052,temoin,binaire,attitude
B0 tirage,racdif3,1052,0.009506,1.000310,1.000675,1.000365,0.009506,1052,tous,1052,temoin,binaire,attitude
B1 argmax,racdif3,1052,0.016160,1.000310,0.998492,0.998182,-0.016160,1052,tous,1052,temoin,binaire,attitude
B2 argmax,racdif3,1052,0.086502,1.000310,0.984352,0.984047,0.086502,1052,tous,1052,temoin,binaire,attitude
B3 foret,racdif3,1052,0.008555,1.000310,1.000662,1.000352,0.008555,1052,tous,1052,temoin,binaire,attitude
humains vague 2,racdif3,1052,0.000951,1.000310,1.000245,0.999935,-0.000951,1052,tous,1052,temoin,binaire,attitude
agents composite,racdif4,1052,0.094106,0.868077,0.712228,0.820466,0.094106,1052,tous,1052,temoin,binaire,attitude
agents entretien (v3),racdif4,1051,0.003531,0.868077,0.863447,0.994667,0.003531,1052,tous,1052,temoin,binaire,attitude
agents enquete,racdif4,1051,0.045946,0.868077,0.920560,1.060459,-0.045946,1052,tous,1052,temoin,binaire,attitude
agents demographiques (v6),racdif4,1049,0.281347,0.868077,0.065298,0.075221,0.281347,1052,tous,1052,temoin,binaire,attitude
agents v7,racdif4,1052,0.258555,0.868077,0.197171,0.227135,0.258555,1052,tous,1052,temoin,binaire,attitude
agents v8,racdif4,1050,0.000550,0.868077,0.868792,1.000824,-0.000550,1052,tous,1052,temoin,binaire,attitude
B0 mode,racdif4,1052,0.288973,0.868077,0.000000,0.000000,0.288973,1052,tous,1052,temoin,binaire,attitude
B0 tirage,racdif4,1052,0.002852,0.868077,0.864344,0.995700,0.002852,1052,tous,1052,temoin,binaire,attitude
B1 argmax,racdif4,1052,0.114068,0.868077,0.669489,0.771232,0.114068,1052,tous,1052,temoin,binaire,attitude
B2 argmax,racdif4,1052,0.134030,0.868077,0.622759,0.717400,0.134030,1052,tous,1052,temoin,binaire,attitude
B3 foret,racdif4,1052,0.181559,0.868077,0.492753,0.567638,0.181559,1052,tous,1052,temoin,binaire,attitude
humains vague 2,racdif4,1052,0.015209,0.868077,0.887029,1.021832,-0.015209,1052,tous,1052,temoin,binaire,attitude
agents composite,wlthwhts,1050,0.052054,1.723359,0.869675,0.504639,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
agents entretien (v3),wlthwhts,1051,0.111672,1.723359,1.252710,0.726900,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
agents enquete,wlthwhts,1051,0.102455,1.723359,1.080021,0.626695,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
agents demographiques (v6),wlthwhts,1049,0.129268,1.723359,0.913796,0.530241,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
agents v7,wlthwhts,1051,0.126579,1.723359,1.032832,0.599313,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
agents v8,wlthwhts,1050,0.151176,1.723359,1.143583,0.663578,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
B0 mode,wlthwhts,1052,0.088561,1.723359,0.000000,0.000000,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
B0 tirage,wlthwhts,1052,0.002693,1.723359,1.716591,0.996073,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
B1 argmax,wlthwhts,1052,0.055608,1.723359,0.836451,0.485361,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
B2 argmax,wlthwhts,1052,0.075887,1.723359,0.388776,0.225592,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
B3 foret,wlthwhts,1052,0.081274,1.723359,0.259809,0.150757,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
humains vague 2,wlthwhts,1052,0.007921,1.723359,1.825224,1.059108,,1052,tous,1052,non teste,ordinal 3 et plus,attitude
