condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement,pole_endogroupe
B0 tirage,natpark,63,0.055556,1.151558,1.118098,0.970944,-0.055556,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natpark,63,0.126984,1.151558,0.603123,0.523745,-0.095238,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natpark,63,0.071429,1.151558,0.828957,0.719857,-0.039683,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natpark,63,0.190476,1.151558,0.129045,0.112061,-0.158730,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natpark,63,0.047619,1.151558,1.278443,1.110185,-0.047619,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,natchld,63,0.079365,1.182047,0.869601,0.735674,0.079365,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natchld,63,0.095238,1.182047,0.745896,0.631021,0.095238,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
agents enquete,natchld,63,0.134921,1.182047,0.591900,0.500741,0.134921,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natchld,63,0.103175,1.182047,0.767765,0.649522,0.103175,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
agents v7,natchld,63,0.142857,1.182047,0.538523,0.455585,0.142857,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
agents v8,natchld,63,0.182540,1.182047,0.214524,0.181485,0.182540,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
C2,natchld,63,0.134921,1.182047,0.560559,0.474227,0.134921,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
C3,natchld,63,0.174603,1.182047,0.287645,0.243345,0.174603,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
B0 mode,natchld,63,0.198413,1.182047,0.000000,0.000000,0.198413,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natchld,63,0.095238,1.182047,1.394491,1.179725,-0.095238,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natchld,63,0.158730,1.182047,0.411388,0.348030,0.158730,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natchld,63,0.150794,1.182047,0.465166,0.393526,0.150794,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
B3 foret,natchld,63,0.190476,1.182047,0.129045,0.109170,0.190476,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natchld,63,0.015873,1.182047,1.175351,0.994336,-0.000000,150,gauche,63,sensible,ordinal 3 et plus,attitude,droite_bas
agents composite,natsci,63,0.238095,1.439813,0.918164,0.637697,0.238095,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natsci,63,0.246032,1.439813,0.885155,0.614771,0.246032,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natsci,63,0.261905,1.439813,0.810463,0.562894,0.261905,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natsci,63,0.166667,1.439813,1.156924,0.803524,0.166667,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natsci,63,0.253968,1.439813,0.849180,0.589785,0.253968,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natsci,63,0.341270,1.439813,0.257720,0.178995,0.341270,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
C2,natsci,63,0.103175,1.439813,1.009814,0.701351,0.103175,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
C3,natsci,63,0.341270,1.439813,0.287645,0.199780,0.341270,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natsci,63,0.261905,1.439813,0.000000,0.000000,-0.134921,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natsci,63,0.031746,1.439813,1.385375,0.962191,-0.015873,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natsci,63,0.071429,1.439813,0.989346,0.687135,0.071429,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natsci,63,0.126984,1.439813,1.009814,0.701351,0.126984,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natsci,63,0.111111,1.439813,0.894673,0.621381,0.015873,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natsci,63,0.087302,1.439813,1.121665,0.779035,0.087302,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,natenrgy,63,0.111111,1.156924,0.723745,0.625577,0.111111,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natenrgy,63,0.111111,1.156924,0.812893,0.702633,0.079365,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natenrgy,63,0.166667,1.156924,0.352604,0.304777,0.166667,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natenrgy,63,0.103175,1.156924,0.713917,0.617082,0.103175,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natenrgy,63,0.126984,1.156924,0.622061,0.537685,0.126984,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natenrgy,63,0.166667,1.156924,0.342824,0.296324,0.166667,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
C2,natenrgy,63,0.134921,1.156924,0.560559,0.484525,0.134921,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
C3,natenrgy,63,0.198413,1.156924,0.000000,0.000000,0.198413,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natenrgy,63,0.198413,1.156924,0.000000,0.000000,0.198413,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natenrgy,63,0.095238,1.156924,1.394491,1.205344,-0.095238,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natenrgy,63,0.150794,1.156924,0.465166,0.402072,0.150794,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natenrgy,63,0.158730,1.156924,0.411388,0.355588,0.158730,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natenrgy,63,0.182540,1.156924,0.214524,0.185426,0.182540,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natenrgy,63,0.023810,1.156924,1.063916,0.919608,0.007937,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,uswary,63,0.444444,1.011268,0.352604,0.348675,,150,gauche,63,non teste,binaire,attitude,
agents entretien (v3),uswary,63,0.444444,1.011268,0.352604,0.348675,,150,gauche,63,non teste,binaire,attitude,
agents enquete,uswary,63,0.460317,1.011268,0.287645,0.284440,,150,gauche,63,non teste,binaire,attitude,
agents demographiques (v6),uswary,63,0.507937,1.011268,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
agents v7,uswary,63,0.460317,1.011268,0.287645,0.284440,,150,gauche,63,non teste,binaire,attitude,
agents v8,uswary,63,0.492063,1.011268,0.129045,0.127607,,150,gauche,63,non teste,binaire,attitude,
C2,uswary,63,0.507937,1.011268,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
C3,uswary,63,0.507937,1.011268,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
B0 mode,uswary,63,0.492063,1.011268,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
B0 tirage,uswary,63,0.000000,1.011268,1.011268,1.000000,,150,gauche,63,non teste,binaire,attitude,
B1 argmax,uswary,63,0.126984,1.011268,0.970162,0.959352,,150,gauche,63,non teste,binaire,attitude,
B2 argmax,uswary,63,0.253968,1.011268,0.828957,0.819720,,150,gauche,63,non teste,binaire,attitude,
B3 foret,uswary,63,0.190476,1.011268,0.913048,0.902874,,150,gauche,63,non teste,binaire,attitude,
humains vague 2,uswary,63,0.015873,1.011268,1.011268,1.000000,,150,gauche,63,non teste,binaire,attitude,
agents composite,prayer,63,0.126984,0.642713,0.214524,0.333779,,150,gauche,63,non teste,binaire,attitude,
agents entretien (v3),prayer,63,0.126984,0.642713,0.214524,0.333779,,150,gauche,63,non teste,binaire,attitude,
agents enquete,prayer,63,0.142857,0.642713,0.129045,0.200781,,150,gauche,63,non teste,binaire,attitude,
agents demographiques (v6),prayer,63,0.095238,0.642713,0.352604,0.548618,,150,gauche,63,non teste,binaire,attitude,
agents v7,prayer,63,0.095238,0.642713,0.352604,0.548618,,150,gauche,63,non teste,binaire,attitude,
agents v8,prayer,63,0.158730,0.642713,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
C2,prayer,63,0.158730,0.642713,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
C3,prayer,63,0.158730,0.642713,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
B0 mode,prayer,63,0.158730,0.642713,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
B0 tirage,prayer,63,0.158730,0.642713,0.913048,1.420616,,150,gauche,63,non teste,binaire,attitude,
B1 argmax,prayer,63,0.158730,0.642713,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
B2 argmax,prayer,63,0.126984,0.642713,0.214524,0.333779,,150,gauche,63,non teste,binaire,attitude,
B3 foret,prayer,63,0.158730,0.642713,0.000000,0.000000,,150,gauche,63,non teste,binaire,attitude,
humains vague 2,prayer,63,0.031746,0.642713,0.560559,0.872176,,150,gauche,63,non teste,binaire,attitude,
agents composite,courts,63,0.063492,1.527942,1.428086,0.934647,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),courts,63,0.150794,1.527942,1.394491,0.912660,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents enquete,courts,63,0.206349,1.527942,1.286488,0.841974,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),courts,63,0.071429,1.527942,1.362564,0.891764,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v7,courts,63,0.126984,1.527942,1.295704,0.848006,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v8,courts,63,0.349206,1.527942,0.767765,0.502483,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C2,courts,63,0.436508,1.527942,0.803308,0.525745,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C3,courts,63,0.341270,1.527942,0.996678,0.652301,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 mode,courts,63,0.555556,1.527942,0.000000,0.000000,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 tirage,courts,63,0.166667,1.527942,1.552633,1.016160,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B1 argmax,courts,63,0.031746,1.527942,1.562778,1.022799,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B2 argmax,courts,63,0.111111,1.527942,1.207107,0.790021,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B3 foret,courts,63,0.126984,1.527942,1.516609,0.992583,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
humains vague 2,courts,63,0.079365,1.527942,1.566584,1.025290,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents composite,discaffw,63,0.095238,1.669344,1.015418,0.608274,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),discaffw,63,0.100529,1.669344,0.955697,0.572498,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents enquete,discaffw,63,0.153439,1.669344,0.342824,0.205364,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),discaffw,63,0.148148,1.669344,0.427546,0.256116,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v7,discaffw,63,0.148148,1.669344,0.415564,0.248938,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v8,discaffw,63,0.132275,1.669344,0.852687,0.510792,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C2,discaffw,63,0.121693,1.669344,0.603123,0.361293,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C3,discaffw,63,0.343915,1.669344,1.668132,0.999274,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 mode,discaffw,63,0.169312,1.669344,0.000000,0.000000,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 tirage,discaffw,63,0.042328,1.669344,1.828796,1.095518,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B1 argmax,discaffw,63,0.084656,1.669344,1.067972,0.639756,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B2 argmax,discaffw,63,0.137566,1.669344,0.564073,0.337901,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B3 foret,discaffw,63,0.158730,1.669344,0.214524,0.128508,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
humains vague 2,discaffw,63,0.010582,1.669344,1.601353,0.959271,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents composite,discaffm,63,0.095238,1.719597,1.260766,0.733175,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),discaffm,63,0.100529,1.719597,1.340312,0.779434,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents enquete,discaffm,63,0.095238,1.719597,1.323009,0.769371,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),discaffm,63,0.169312,1.719597,0.635628,0.369638,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v7,discaffm,63,0.174603,1.719597,0.555076,0.322794,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v8,discaffm,63,0.164021,1.719597,1.076805,0.626196,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C2,discaffm,63,0.433862,1.719597,0.713917,0.415165,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C3,discaffm,63,0.058201,1.719597,1.443150,0.839237,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 mode,discaffm,63,0.206349,1.719597,0.000000,0.000000,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 tirage,discaffm,63,0.095238,1.719597,1.843456,1.072028,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B1 argmax,discaffm,63,0.084656,1.719597,1.063916,0.618701,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B2 argmax,discaffm,63,0.132275,1.719597,0.775654,0.451068,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B3 foret,discaffm,63,0.126984,1.719597,0.803308,0.467149,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
humains vague 2,discaffm,63,0.074074,1.719597,1.442875,0.839077,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents composite,fehire,63,0.123016,2.136498,1.561548,0.730891,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),fehire,63,0.198413,2.136498,1.416952,0.663213,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents enquete,fehire,62,0.187852,2.136498,1.177122,0.550959,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),fehire,63,0.146825,2.136498,1.032928,0.483468,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v7,fehire,63,0.146825,2.136498,1.193598,0.558671,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents v8,fehire,63,0.226190,2.136498,1.121665,0.525002,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C2,fehire,63,0.317460,2.136498,0.603123,0.282295,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
C3,fehire,63,0.123016,2.136498,1.454716,0.680888,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 mode,fehire,63,0.146825,2.136498,1.002526,0.469238,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B0 tirage,fehire,63,0.023810,2.136498,2.129378,0.996667,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B1 argmax,fehire,63,0.111111,2.136498,1.508381,0.706007,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B2 argmax,fehire,63,0.146825,2.136498,1.116888,0.522766,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
B3 foret,fehire,63,0.174603,2.136498,0.808282,0.378321,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
humains vague 2,fehire,63,0.003968,2.136498,2.126965,0.995538,,150,gauche,63,non teste,ordinal 3 et plus,attitude,
agents composite,fechld,63,0.010582,1.409058,1.342683,0.952894,0.010582,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),fechld,63,0.126984,1.409058,0.978455,0.694404,0.126984,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,fechld,62,0.120072,1.409058,0.982274,0.697114,0.120072,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),fechld,63,0.063492,1.409058,1.138420,0.807930,-0.031746,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,fechld,63,0.100529,1.409058,1.033261,0.733299,0.100529,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,fechld,63,0.148148,1.409058,0.775654,0.550477,0.148148,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
C2,fechld,63,0.222222,1.409058,0.000000,0.000000,0.222222,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
C3,fechld,63,0.010582,1.409058,1.353990,0.960919,0.000000,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,fechld,63,0.174603,1.409058,0.000000,0.000000,-0.111111,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,fechld,63,0.068783,1.409058,1.458547,1.035123,-0.058201,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,fechld,63,0.058201,1.409058,1.121665,0.796039,0.058201,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,fechld,63,0.047619,1.409058,1.009814,0.716659,0.047619,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,fechld,63,0.037037,1.409058,1.002526,0.711487,0.037037,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,fechld,63,0.031746,1.409058,1.444867,1.025414,0.021164,150,gauche,63,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,fepresch,63,0.105820,1.620125,1.394491,0.860731,0.105820,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),fepresch,63,0.195767,1.620125,1.072401,0.661925,0.195767,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents enquete,fepresch,62,0.145673,1.620125,1.177122,0.726563,0.145673,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),fepresch,63,0.111111,1.620125,0.941098,0.580880,-0.005291,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v7,fepresch,63,0.079365,1.620125,1.076805,0.664643,0.079365,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v8,fepresch,63,0.195767,1.620125,0.995836,0.614667,0.195767,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
C2,fepresch,63,0.232804,1.620125,0.745896,0.460394,0.232804,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
C3,fepresch,63,0.079365,1.620125,0.894673,0.552225,0.068783,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 mode,fepresch,63,0.179894,1.620125,0.000000,0.000000,-0.031746,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 tirage,fepresch,63,0.116402,1.620125,1.830506,1.129855,-0.116402,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B1 argmax,fepresch,63,0.089947,1.620125,0.852687,0.526309,0.058201,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B2 argmax,fepresch,63,0.074074,1.620125,0.913048,0.563567,0.074074,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B3 foret,fepresch,63,0.148148,1.620125,0.465166,0.287118,0.000000,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
humains vague 2,fepresch,63,0.015873,1.620125,1.573893,0.971464,-0.005291,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents composite,fefam,63,0.100529,1.575918,1.364027,0.865545,0.100529,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),fefam,63,0.179894,1.575918,0.935074,0.593352,0.179894,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents enquete,fefam,62,0.162570,1.575918,1.035539,0.657102,0.162400,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),fefam,63,0.021164,1.575918,1.401917,0.889588,0.021164,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v7,fefam,63,0.121693,1.575918,1.258087,0.798321,0.121693,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v8,fefam,63,0.185185,1.575918,0.869601,0.551806,0.185185,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
C2,fefam,63,0.216931,1.575918,0.603123,0.382712,0.216931,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
C3,fefam,63,0.142857,1.575918,1.049413,0.665906,0.142857,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 mode,fefam,63,0.185185,1.575918,0.000000,0.000000,-0.068783,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 tirage,fefam,63,0.074074,1.575918,1.837594,1.166047,-0.074074,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B1 argmax,fefam,63,0.079365,1.575918,1.250713,0.793641,0.079365,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B2 argmax,fefam,63,0.137566,1.575918,1.156885,0.734102,0.137566,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
B3 foret,fefam,63,0.063492,1.575918,0.980513,0.622186,0.063492,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
humains vague 2,fefam,63,0.031746,1.575918,1.656724,1.051276,-0.010582,150,gauche,63,investiguer,ordinal 3 et plus,attitude,droite_bas
